track_id,genre,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
5rrgrV39SifIwb4Az0RDsn,latin,0.726,0.841,-4.145,0,0.0395,0.0353,0.3,0.699,123.027,193173
5gU4UfBPa5w88uDrpcF2Kp,latin,0.766,0.661,-6.227,1,0.211,0.633,0.0884,0.664,121.857,165415
2GC6IHhKKK6E5ti0xozdYK,latin,0.7,0.725,-6.284,1,0.0559,0.128,0.0869,0.765,112.051,185625
1hz0SWhLPWKqpGiEBnWFpm,latin,0.646,0.828,-4.642,1,0.0375,0.122,0.162,0.63,108.006,170740
5Bsaf1lRrFcRLbLeGRm70p,latin,0.469,0.586,-5.832,1,0.29,0.536,0.113,0.603,85.129,204280
1FpyIuBKyNKG2O06ZawDlo,latin,0.838,0.535,-5.548,1,0.161,0.181,0.105,0.666,100.026,133200
5JNHieecqULXHLRgJpAqIL,latin,0.684,0.652,-8.761,1,0.0508,0.364,0.089,0.628,149.981,195200
70aDcXXp3gYIjhuYz2SmBY,latin,0.827,0.546,-6.658,1,0.0855,0.228,0.105,0.655,106.941,170467
7A2XFVNvO9TWB0mYiP6Mc2,latin,0.757,0.769,-4.567,1,0.0583,0.482,0.113,0.453,124.855,149478
30ZhaZWc3F9gvOdA3GFYn1,latin,0.775,0.699,-6.055,1,0.106,0.314,0.115,0.44,104.934,185866
0rX0u6pOKV1EUZFgDkPMSR,latin,0.802,0.752,-6.25,0,0.0594,0.11,0.176,0.69,115.065,198104
3lT55jQR3jCGNXg0eLnJ4T,latin,0.807,0.614,-8.685,1,0.041,0.115,0.126,0.482,107.0,166542
24j5At5CXjL9J0zKDDieIu,latin,0.767,0.738,-7.336,0,0.0405,0.00542,0.226,0.271,105.021,170256
5Uk8mepfcsRgKhH3MFA3u7,latin,0.703,0.723,-7.408,0,0.0611,0.229,0.0884,0.877,150.004,166400
2mET9mh9cnmcZ7WeET5lxo,latin,0.69,0.797,-2.813,0,0.0334,0.31,0.382,0.733,97.964,152449
4cG3yeSTHN4FsrjQBnIUFB,latin,0.81,0.541,-8.019,1,0.0552,0.175,0.0691,0.701,105.001,173714
6bzv2B0L5zDctD2j8mZII5,latin,0.837,0.776,-6.505,1,0.0617,0.0415,0.236,0.466,121.99,178121
5909VernmFpmjtNuYmEvm6,latin,0.783,0.626,-6.512,1,0.35,0.408,0.3,0.709,119.703,211010
1lAwiSTdYv2QM6diNuYtYi,latin,0.647,0.94,-3.897,1,0.0516,0.0205,0.622,0.361,123.993,159677
7h9amwuFvQAqYZVaNHk6Gp,latin,0.803,0.511,-6.675,1,0.038,0.0785,0.102,0.309,98.09,168980
6MY8JB1THlKqdyqe5YSAng,latin,0.714,0.818,-2.828,1,0.0312,0.315,0.441,0.521,99.946,170400
1oIdcFtf58sZbS7QyZQJ2P,latin,0.727,0.69,-4.559,1,0.0345,0.202,0.414,0.699,100.002,170562
4Ed7NDNt5NmyVKcCKLRjjG,latin,0.67,0.781,-7.865,0,0.0321,0.00538,0.104,0.237,119.988,184600
2ahVlPHe8XlXKFjL2zZLPD,latin,0.622,0.474,-10.243,1,0.291,0.131,0.164,0.543,165.864,164819
2Rl7eTc2aCUte9eVEvi4Ce,latin,0.773,0.519,-10.272,0,0.0487,0.0221,0.158,0.28,104.918,212000
0YC10NaIHTVyQmdB8uC0v5,latin,0.696,0.854,-4.934,1,0.0336,0.0173,0.0928,0.187,120.002,181772
69Cm6g6cFre6OQs4oeaJji,latin,0.604,0.871,-7.36,1,0.0466,0.0206,0.278,0.219,140.032,209914
6lvKBxr2KRLwC4qI16Gj69,latin,0.723,0.622,-6.624,0,0.0648,0.0396,0.161,0.128,104.07,162692
12JJH1FR5wS9URi8qVLELV,latin,0.642,0.803,-3.663,1,0.0415,0.429,0.102,0.646,113.401,150483
4GlM9yBl7W9lBMPQEWoEu4,latin,0.726,0.676,-6.314,0,0.0349,0.102,0.265,0.752,116.991,127838
2rR9h4WY1scxaaDuVacT5k,latin,0.641,0.812,-4.799,1,0.0567,0.202,0.265,0.534,120.155,153375
3pSfoP1xZllxEuZ6Oh6ebn,latin,0.779,0.641,-4.912,0,0.141,0.172,0.102,0.638,107.032,217613
1Kr8qVQBldnHQbaMW7wS69,latin,0.78,0.57,-8.207,0,0.0467,0.218,0.0955,0.277,124.98,200743
6qynl60zV0oHvGY57xXaG1,latin,0.598,0.764,-6.289,0,0.0592,0.0623,0.387,0.669,200.042,159600
3zbSYBDUbDEbqUIlCmOw09,latin,0.805,0.757,-7.46,1,0.0355,0.279,0.101,0.973,102.14,271031
1siV5UzcXuFK5tMUVQ5KiM,latin,0.704,0.687,-10.302,1,0.133,0.473,0.0784,0.645,111.932,316960
1GT0Q2ZTeKtIBueYKr4vhr,latin,0.585,0.977,-3.57,1,0.0615,0.622,0.328,0.801,138.264,232880
21iD8UKoYicaMmVISo6Pi4,latin,0.469,0.528,-10.359,1,0.0412,0.137,0.0884,0.637,95.991,364573
5fSDXbY8o9pA3TKwAbfwML,latin,0.745,0.924,-3.898,1,0.0355,0.201,0.121,0.909,103.033,237387
72wEtgEkcLQ5x4F4ktiVSH,latin,0.716,0.871,-7.336,0,0.0606,0.0287,0.117,0.967,123.851,188720
210f6k9YxkeQt3ZThb2wxV,latin,0.696,0.968,-4.122,0,0.0631,0.563,0.985,0.711,131.1,271813
5zqb9vPcTA8rCwvIJQSxoO,latin,0.663,0.605,-8.534,1,0.0588,0.437,0.0894,0.836,100.854,265800
62yt8SPi3T4P3iMzcZoWY0,latin,0.789,0.707,-8.124,1,0.075,0.291,0.215,0.507,112.912,245533
2sH1DIngiSA8EQfkcQXpBq,latin,0.701,0.836,-5.35,1,0.0284,0.226,0.293,0.76,116.998,219103
0K1XXuhaJBPWMcgjj3ug3u,latin,0.814,0.944,-2.758,0,0.0532,0.544,0.0642,0.961,130.082,197333
3DF2hxIwdG7DxAwr9DKpYe,latin,0.604,0.949,-3.577,1,0.16,0.812,0.981,0.664,144.864,222726
5AYu4sjnd68gu3NkfM856Y,latin,0.765,0.858,-5.881,1,0.034,0.313,0.0396,0.961,100.358,165591
5uRd1tmUAvfFGSPR5266Xp,latin,0.668,0.874,-8.751,0,0.0469,0.337,0.0338,0.921,187.435,251253
48svUiwMMYQRPyesVEnof1,latin,0.643,0.576,-6.896,1,0.0303,0.0267,0.273,0.699,97.022,312400
35AoMYhAm6slJkJTB5HOge,latin,0.582,0.807,-4.509,1,0.0427,0.296,0.339,0.808,115.614,253333
4nyoGMA1aV1wjq0KqtqnQY,latin,0.601,0.708,-6.319,0,0.102,0.156,0.112,0.709,153.801,204000
16LDbpqgCtvEZDQ5wfOWrj,latin,0.692,0.885,-3.132,0,0.0466,0.425,0.239,0.923,126.228,208640
5fq4jxlqyjAVFLOB0lZIdT,latin,0.724,0.954,-5.027,1,0.0493,0.161,0.0516,0.952,125.043,247596
6QSMr4Ok2KiGIg4bx03voz,latin,0.652,0.952,-6.402,1,0.0844,0.313,0.431,0.699,141.891,295280
28DGGDoEqgw37Bf1mXPzaP,latin,0.711,0.715,-5.049,1,0.0725,0.661,0.144,0.811,173.926,282485
7pW81pPhFRm2zcMM8xemyA,latin,0.793,0.651,-7.308,1,0.0339,0.262,0.107,0.855,125.001,174961
211Jwzk66OtOIfZeOYgj95,latin,0.87,0.574,-5.787,0,0.0665,0.0509,0.105,0.679,120.027,198933
7qozat5jqKmwgs7kLo2NWh,latin,0.818,0.68,-5.175,1,0.101,0.24,0.149,0.69,132.962,231575
7iGi2GMQZEZ2OCSiIu5aAi,latin,0.797,0.665,-4.636,0,0.0527,0.572,0.281,0.921,128.0,177163
3U4qk5suqEgGrSgrcWGCaO,latin,0.869,0.911,-4.458,0,0.0487,0.158,0.0654,0.972,145.061,209517
6n319f8IZ6dDrx2n0egj8L,latin,0.861,0.926,-4.065,0,0.129,0.134,0.12,0.811,122.007,180500
1PHtrsNSX7kT1xvmL6JPbi,latin,0.75,0.856,-3.703,1,0.0432,0.276,0.214,0.732,97.019,254667
28XF6A7PGV6eTC892VA1Iu,latin,0.656,0.792,-5.777,1,0.0428,0.183,0.12,0.783,94.976,295172
0IOl90pE2n0Xk43q1i6Zup,latin,0.858,0.768,-4.963,0,0.0873,0.218,0.0633,0.824,132.06,166661
5ZmHL8Qgu4SSdgv1F5HsBK,latin,0.821,0.656,-10.082,1,0.0421,0.367,0.112,0.883,139.95,225236
5qpOsk78CSOdAc1YQa9yVV,latin,0.794,0.817,-3.724,1,0.0312,0.48,0.123,0.61,134.002,176089
33Q0VIsdJhjjG6kbFPkXGz,latin,0.739,0.799,-5.316,0,0.0346,0.202,0.268,0.833,137.945,230217
6c6JgrtZ5OfOd4Eq9nyPQL,latin,0.461,0.735,-5.722,0,0.138,0.0559,0.689,0.59,126.765,204251
38fryZaf1J2WxQfetcJncy,latin,0.7,0.698,-6.959,0,0.0341,0.464,0.293,0.886,150.131,284000
7kQxPgKQx9VKLaj2KtUrv1,latin,0.699,0.873,-3.335,0,0.058,0.333,0.329,0.928,96.006,240862
2cBNg1EvaRCTSl8xHeYJCy,latin,0.762,0.775,-3.562,1,0.0289,0.285,0.281,0.639,127.963,166620
04NdZUAWOV9qMseKt9NDXK,latin,0.822,0.889,-5.437,1,0.0381,0.425,0.165,0.822,100.04,263036
1ec7hegul444eQIQKT0Pl6,latin,0.809,0.564,-9.779,0,0.0548,0.73,0.0889,0.802,99.996,293088
0FNncxWqxQeccVxlwBo55N,latin,0.769,0.77,-9.466,1,0.0473,0.23,0.0598,0.915,101.991,214094
4OREn9rotePJ3DX7c91QPp,latin,0.593,0.834,-5.285,1,0.0503,0.123,0.321,0.843,92.988,166880
78xQAmZvT0rLAqGEMSu1ZL,latin,0.619,0.922,-4.307,1,0.0567,0.217,0.11,0.519,177.943,192698
5TyW3W9NrJA38Pk3sdWq7F,latin,0.662,0.941,-4.454,1,0.12,0.0633,0.0812,0.963,147.293,235515
4im0rQek6ndUW4eqMPa8Z2,latin,0.866,0.776,-3.11,0,0.0688,0.365,0.144,0.855,92.99,212555
2xSQ05tzoYMBIuJQUWUe56,latin,0.764,0.692,-6.335,0,0.0394,0.392,0.108,0.901,125.061,228000
5SLA6uE93kQsIMX2MiLl0P,latin,0.792,0.904,-4.707,0,0.0818,0.0994,0.0908,0.651,95.011,184421
5pbRoC3jkKVxmR5C51ua2i,latin,0.876,0.643,-9.79,1,0.101,0.245,0.0645,0.752,117.976,156610
7wUuLKb6d4XnycwcU2C0JE,latin,0.714,0.853,-4.196,0,0.0434,0.34,0.0974,0.882,127.012,277795
0EFySktVEyCxSWWPCHbSXz,latin,0.722,0.787,-7.343,1,0.098,0.27,0.12,0.967,125.321,253500
0w1QW24BtNZMQvVHRTLFYn,latin,0.752,0.818,-3.468,0,0.139,0.144,0.0893,0.69,97.975,181765
0XsxkeJTGfto8ea2Ya41P6,latin,0.515,0.878,-4.5,1,0.0583,0.337,0.281,0.942,160.338,281707
7mEnJTh1DG1grTeGexAOjW,latin,0.703,0.884,-2.973,0,0.038,0.584,0.0726,0.926,100.016,213060
2joDMe0FLqT0jqOlSH3FvD,latin,0.517,0.744,-7.395,1,0.168,0.315,0.115,0.859,99.923,219625
7ivzri2A4UwtkFj0v69DME,latin,0.851,0.846,-3.396,1,0.177,0.463,0.273,0.74,123.014,267413
6zddqIRjNzePlJNOF2W6IS,latin,0.651,0.536,-10.315,1,0.0381,0.194,0.316,0.825,161.895,236437
3R6BkHp37wmjYlpzaU1ODd,latin,0.85,0.748,-3.687,1,0.0371,0.194,0.0764,0.961,130.073,250125
1Jt4VUK3aUpfVbvVV02PLt,latin,0.778,0.79,-4.859,1,0.0428,0.0629,0.0929,0.916,118.992,222101
4txiOcgZkXgi60EprTZp1f,latin,0.724,0.787,-4.104,1,0.0573,0.0519,0.0671,0.196,99.975,194400
1qHdG361ZY9IVF5QiwajKH,latin,0.823,0.846,-4.529,1,0.107,0.204,0.0872,0.925,106.54,279573
0hOpiCYtwEYqenDr8ME31H,latin,0.741,0.584,-5.767,0,0.0343,0.869,0.209,0.905,129.842,209280
0s4iOHoggUmyJVT8xkF91t,latin,0.853,0.809,-4.094,0,0.0427,0.171,0.156,0.959,140.045,215320
6dvNENlPXw02bT5TiWiAMi,latin,0.783,0.803,-4.77,1,0.0983,0.0445,0.065,0.841,119.988,222910
3BskdP7i3VfHb2V8MiQNgh,latin,0.772,0.704,-9.387,1,0.0773,0.0427,0.639,0.86,99.027,250973
7MjwVppOnmmhM9cufyMHzV,latin,0.779,0.838,-3.222,1,0.0924,0.162,0.0826,0.911,91.011,208692
1ThRQyaQ01tscygb9IZVH6,latin,0.62,0.865,-5.928,1,0.0775,0.159,0.152,0.934,192.1,184653
21Lt7mVtIA5TpmT969Gncq,latin,0.671,0.728,-5.15,0,0.139,0.587,0.155,0.927,180.044,222231
4G2WtXPgkDl0dnwzoBbBSj,latin,0.771,0.322,-12.924,1,0.258,0.947,0.293,0.751,79.997,99000
4NEIzOoQWNYLglS0iWzfUe,latin,0.73,0.305,-11.311,1,0.0662,0.959,0.681,0.744,95.056,140000
0DvqAXyoA7zRB8wgH0DjRO,latin,0.931,0.517,-8.476,1,0.105,0.0923,0.114,0.171,118.021,168814
2yYbsgAPuvoFQyomzNvmB0,latin,0.807,0.298,-12.322,0,0.102,0.653,0.918,0.537,156.003,121258
1f7e2KsfiEhmEmhKAKqqhr,latin,0.704,0.584,-11.159,0,0.0452,0.386,0.324,0.769,146.033,88767
2HL746RqBIfvVZZK0FLuXM,latin,0.73,0.781,-6.532,1,0.0875,0.128,0.0794,0.694,92.037,131500
1HET5OdOXWBaBES9e4k6ni,latin,0.642,0.696,-11.218,0,0.0393,0.95,0.176,0.615,87.024,95524
28ivSOZ5ESpdKvS4XP2Ibx,latin,0.725,0.586,-8.218,0,0.0629,0.144,0.123,0.531,91.004,140599
3qThAX1vBbI8ATxS2BP1Oj,latin,0.792,0.429,-10.174,0,0.472,0.671,0.34,0.948,79.943,105038
7o2SgrTlLry8e0pHJrdqQ5,latin,0.695,0.185,-10.311,0,0.071,0.933,0.111,0.932,144.36,106667
6MzyclGrr8mFu3tWUDilzX,latin,0.902,0.487,-6.914,0,0.0818,0.1,0.153,0.645,137.837,130923
1On4Zw5nSEJKpGIGSK8QYd,latin,0.879,0.544,-5.568,1,0.203,0.215,0.157,0.783,93.997,89361
2FKsGoYghIBDdxsXXBIfJg,latin,0.822,0.579,-8.955,1,0.0672,0.481,0.11,0.787,85.9,100465
14kpqRxMt2iAvNvMEoGJws,latin,0.409,0.412,-12.822,1,0.0372,0.285,0.127,0.41,88.009,180000
0thyWOAQnRjrk46kUK2FZu,latin,0.818,0.51,-9.173,1,0.106,0.181,0.101,0.592,92.045,130435
0PlUMPy4OsPMQwUn1JEbYu,latin,0.796,0.626,-6.637,0,0.122,0.0337,0.107,0.638,80.009,144000
4Y7Ti1mRJlqNwjrUoCJhB4,latin,0.741,0.523,-10.854,1,0.0864,0.838,0.172,0.739,89.968,170785
71RJdfj98rgn9By72ky1hY,latin,0.752,0.393,-6.655,1,0.102,0.029,0.126,0.797,84.044,82143
2YsEjFulzaAjBNgUcSxy8Y,latin,0.749,0.727,-11.154,0,0.208,0.742,0.196,0.834,80.155,152250
2YmI6AC5oNhaAa8mAAd0JA,latin,0.777,0.393,-10.614,0,0.216,0.134,0.361,0.358,80.945,123333
3fVGdhLSoJSZzrP2EISemI,latin,0.788,0.438,-12.123,1,0.505,0.876,0.186,0.555,96.635,188000
5j3DMUT6O8pF1Eobm0JAhc,latin,0.613,0.286,-10.604,1,0.048,0.305,0.566,0.166,85.728,140133
0jVAASD83TspRi2gG53o6R,latin,0.717,0.208,-17.462,0,0.1,0.931,0.228,0.325,81.042,124486
1uGJs1A9hoH239M2Y0KJB8,latin,0.771,0.612,-8.798,0,0.0495,0.606,0.108,0.253,92.643,210250
5BaolTYoMS1V2mQgpeHTLg,latin,0.703,0.414,-13.372,1,0.0561,0.475,0.103,0.137,170.998,214140
6LdMXBL9RHbXWtZQ8GJCWs,latin,0.799,0.352,-9.943,1,0.159,0.844,0.115,0.435,83.564,152195
3pryp80305v997WVunOQkY,latin,0.788,0.569,-5.159,0,0.106,0.21,0.109,0.858,87.595,73171
4FfxTYuivKhlcHsA5HKLE2,latin,0.459,0.289,-12.606,0,0.258,0.861,0.122,0.455,74.831,120000
7qrBYrivpvfXUPBMmqh3dA,latin,0.691,0.186,-13.672,0,0.0487,0.686,0.0762,0.548,86.383,136914
3NmwUAsMVQrfSTiJHz0umD,latin,0.77,0.607,-6.497,0,0.0481,0.645,0.163,0.387,142.009,140282
3F0mcxksBp33QrL6oyjvLN,latin,0.643,0.56,-7.295,1,0.0354,0.204,0.0908,0.521,79.986,99997
5VmL8CrjM82tIGWwum8Cbo,latin,0.881,0.561,-7.351,1,0.139,0.333,0.148,0.801,95.011,156632
2uya74pnB7L0uKJNUW9Irj,latin,0.739,0.509,-8.703,0,0.289,0.832,0.11,0.956,91.003,211043
39cmQVtCidRVYC6MC6hLZe,latin,0.634,0.261,-15.101,1,0.162,0.0287,0.174,0.501,180.159,240667
24Jk4wYlLRXI9TUMdkHoMN,latin,0.762,0.525,-11.863,1,0.199,0.949,0.114,0.652,82.777,143133
6ugrRFZUNIpLiqhLUgC7ix,latin,0.838,0.364,-10.006,1,0.134,0.0849,0.26,0.218,79.987,187828
6pPdSiA17dUM773DCRFhUx,latin,0.731,0.424,-6.664,0,0.259,0.36,0.19,0.604,84.995,147110
2jK3oL9MV1hb6sBtUpt4ZF,latin,0.643,0.827,-9.572,0,0.185,0.059,0.37,0.891,83.032,163396
6LU0kE1IZ2Z4NzE5a1oPhN,latin,0.843,0.398,-12.887,0,0.155,0.894,0.104,0.482,136.018,84751
1r5J8bYOWq1Dal5jMQ06WX,latin,0.596,0.656,-6.701,1,0.0283,0.028,0.11,0.198,86.489,339956
0cZcOtDqLaavK7LowhTBsa,latin,0.811,0.429,-11.503,1,0.0789,0.468,0.109,0.646,138.027,139130
3gGiXmOhMcFZwtsNZKraUc,latin,0.694,0.349,-12.908,0,0.159,0.964,0.114,0.844,82.931,129000
11lO14k9p97GWSMdUpjIIF,latin,0.851,0.24,-12.375,1,0.345,0.615,0.33,0.5,136.087,122540
1PB9UotL07ZdTjarKoL7zt,latin,0.659,0.214,-20.944,1,0.0537,0.749,0.132,0.377,85.996,216310
06bGEmVqy2qwKINAuTWg7H,latin,0.822,0.573,-9.329,0,0.0504,0.0644,0.16,0.625,95.023,146526
7j1Y0cl0RqV74Gl0eSvDgS,latin,0.842,0.29,-12.099,0,0.121,0.228,0.114,0.405,79.985,212079
12iqqPRu2loZsYRwhYF4J4,latin,0.672,0.391,-11.721,1,0.0382,0.305,0.0831,0.726,84.018,91429
5cMHH1V7mG0gHKZNo79WCL,latin,0.756,0.4,-8.383,1,0.0676,0.554,0.426,0.568,88.983,144494
4YvbgiIq1Ztj01sGfU3RZk,latin,0.765,0.477,-11.02,0,0.353,0.189,0.121,0.933,82.902,116135
6vDt7HlcrB60lK7gsQRr0e,latin,0.768,0.164,-16.452,1,0.0455,0.68,0.113,0.104,100.0,79736
5A1ttHJNuGEoPLhhoHpzFA,latin,0.676,0.661,-7.782,0,0.453,0.388,0.0799,0.677,85.054,83294
6qFZbhksfzJOQ3LbXzv08h,latin,0.865,0.441,-8.289,1,0.0736,0.303,0.158,0.437,138.014,128696
6s9xry4WwV9va0iJXCEJPQ,latin,0.58,0.315,-15.525,1,0.0788,0.909,0.161,0.424,157.937,136709
3xrTr8ALJBHOomX6Dt9Nz4,latin,0.893,0.467,-4.302,0,0.59,0.651,0.129,0.918,88.93,107865
2ulRjd09lFHVNAiASlhY72,latin,0.832,0.443,-8.419,1,0.25,0.785,0.141,0.416,78.048,125870
4lhe5Iy0XVRoySNQYMvP1l,latin,0.653,0.686,-10.433,1,0.274,0.255,0.118,0.946,85.045,121940
2yn9vJb2G9vv6EGt4fP2QB,latin,0.735,0.411,-5.795,0,0.0758,0.32,0.109,0.611,87.965,173910
55hgAzy1kaC0Cn7EFxDeUz,latin,0.799,0.374,-13.475,0,0.154,0.713,0.108,0.69,89.023,74831
7y3uqmsAIB03D3gK3IR9It,latin,0.825,0.596,-8.149,1,0.396,0.708,0.0837,0.117,136.96,122628
0CNuKKi6MHrr8DqYtpzbCD,latin,0.505,0.355,-12.963,1,0.092,0.474,0.0949,0.162,159.862,210058
1fSHWLTwlHMnNIbF2dhP1Z,latin,0.643,0.381,-11.278,0,0.662,0.917,0.115,0.496,77.643,74286
3Yz0NKJA10ZSYN61e89wZG,latin,0.755,0.383,-10.641,0,0.526,0.89,0.129,0.333,79.853,93000
3ECmobYasUM8hdjaSZHm6E,latin,0.745,0.352,-13.292,0,0.235,0.915,0.0951,0.317,85.266,109610
6G0GTbxO22gTCjO3GeNskH,latin,0.847,0.67,-6.149,1,0.153,0.107,0.0882,0.491,150.022,217468
2tIvbLbeKHBMFIJV5YT5XK,latin,0.617,0.514,-7.014,1,0.104,0.589,0.27,0.295,84.924,138353
6cW7FhUH5KInJVmIfWcOXU,latin,0.891,0.465,-10.291,1,0.222,0.41,0.0451,0.843,79.014,109367
2plFJ8lWAbdeNrK7sDaR2I,latin,0.511,0.371,-10.329,0,0.0575,0.701,0.0514,0.422,81.138,148861
0gwpTcKlLwn8TnYsoZLfRl,latin,0.769,0.522,-7.065,0,0.0777,0.102,0.379,0.737,173.993,209763
2QFvsZEjbketrpCgCNC9Zp,latin,0.707,0.421,-7.876,1,0.0448,0.715,0.209,0.36,85.953,160457
5sm8mtcQQOhKT8YgCBwVNr,latin,0.694,0.402,-9.063,1,0.0377,0.351,0.0908,0.398,94.997,129474
1N5qne7lyHKzmK189SqFh0,latin,0.863,0.341,-14.443,1,0.0842,0.000785,0.106,0.314,89.959,50705
6xPn5m9gUIDqhe8EBvdRIP,latin,0.846,0.413,-18.622,1,0.0544,0.495,0.109,0.89,117.064,94359
1Ksf0moFKGhOJ6uNgQcEAT,latin,0.228,0.999,-16.145,0,0.0562,0.47,0.852,1e-05,108.354,177485
1OycCM0ijoTj1aGdmRlYoS,latin,0.176,0.274,-29.561,1,0.0592,0.00171,0.352,0.0338,129.944,316491
5CwOUooch74h0XarhDfAQK,latin,0.16,1.0,-16.449,0,0.0458,0.854,0.963,1e-05,130.674,240000
41ngfIhPv1DkwHozVjH5Yc,latin,0.157,0.523,-28.309,0,0.0666,0.0027,0.0936,0.0384,89.925,175314
3BzfDBrjyvLLyDnhTynkOM,latin,0.418,0.499,-20.217,0,0.345,0.39,0.248,0.0718,140.79,360098
17kqaq39xg9nP1j6goQW5A,latin,0.444,0.905,-17.81,0,0.31,0.162,0.358,0.0534,149.907,203707
34v7cD6VR3fVYguedQ1wuh,latin,0.311,0.377,-36.509,0,0.0366,0.129,0.247,0.0388,84.122,117449
37TdJ5EWlM9Jfw8IqiUHcm,latin,0.141,1.0,-14.729,0,0.117,0.594,0.571,1e-05,102.045,241375
28ilcqErfNjitJ7T3byHoX,latin,0.211,0.425,-46.448,0,0.0542,0.88,0.184,0.0122,116.884,181204
0XhxyzxCoJ15QH3J4HnCfW,latin,0.135,0.723,-22.636,1,0.107,8.23e-05,0.957,0.0159,141.159,222469
7a3eLJPSgAk3PQbpYjrYdM,latin,0.166,0.716,-20.684,1,0.0583,0.146,0.416,1e-05,61.616,152884
0rtT2DmXIcwqpcXVrX6C7V,latin,0.14,0.96,-14.325,0,0.0582,0.0511,0.431,0.0223,139.784,129000
6ADPydLM8fmi6fjO9ZXAb8,latin,0.0771,1.0,-16.54,0,0.0508,0.902,0.845,1e-05,171.623,170000
7oOeB6z1yHE3LTlZjJ5XJ9,latin,0.287,0.999,-14.393,0,0.2,0.808,0.772,0.0139,101.85,290281
61SiFnjiY36uVSTBVXK5Yw,latin,0.226,0.442,-36.624,0,0.0562,0.0509,0.0791,0.0234,77.998,93010
0X2IqXRelEA6nYthvvJaqA,latin,0.318,0.179,-35.427,1,0.479,0.877,0.226,0.422,97.368,45000
5iAB4tlYseBES4MKqgY4KG,latin,0.0787,0.000175,-35.96,1,0.058,0.118,0.0793,0.0116,169.062,264154
4fZfIJC86NiTIQJACILG3i,latin,0.765,0.681,-5.179,0,0.0413,0.00436,0.0567,0.749,110.012,264291
0Cevaujuf5Os3lb5KrV0IH,latin,0.659,0.844,-4.104,0,0.262,0.123,0.0799,0.873,103.992,161427
6L778PA16SuyYvFhqnMndY,latin,0.751,0.623,-7.215,0,0.0939,0.209,0.168,0.383,93.01,244720
1cG0umU5TKStygKsPFZ9pY,latin,0.483,0.787,-5.244,1,0.102,0.112,0.257,0.58,122.058,191379
5sWevAyvYSRzGpIsdsRvJi,latin,0.711,0.8,-5.852,1,0.0303,0.00158,0.314,0.43,124.009,184253
3f8TbkkP0VIdOKvLTMMTvU,latin,0.628,0.438,-8.426,1,0.107,0.279,0.164,0.354,109.836,224333
05qPqSapbaCzJAdX681R9A,latin,0.685,0.731,-7.568,0,0.0312,0.0179,0.136,0.155,125.98,265238
6s5smacBOoWoI08Vi6EX5T,latin,0.525,0.773,-5.623,0,0.185,0.00583,0.229,0.381,119.947,240272
1D3ODoXHBLpdxolZRHWV1j,latin,0.696,0.743,-3.838,1,0.0331,0.0778,0.0581,0.644,122.978,201254
7aV2mflaASUmGhCErm7kBO,latin,0.707,0.883,-4.281,1,0.0602,0.0707,0.23,0.541,106.031,167038
2sTe3y5xjQvVb9tDTVaI35,latin,0.721,0.925,-3.539,0,0.0455,0.0652,0.292,0.355,114.032,181748
2FfyiTnl5OPa1hYdCWZGdG,latin,0.712,0.634,-5.158,1,0.035,0.0262,0.0918,0.277,125.988,191266
78mNkiUBAwHqjT0QOeEqqg,latin,0.741,0.613,-9.347,1,0.0354,0.316,0.0893,0.271,115.031,171109
5hz9DEkahyWoTs3rxJOTtw,latin,0.771,0.785,-3.915,0,0.0832,0.064,0.085,0.334,111.065,183003
203t5YqpCFmIdxj8hIotxo,latin,0.638,0.781,-6.848,0,0.0285,0.0118,0.349,0.25,122.985,194641
3qaYuV5XZAwiOvGE91HhwS,latin,0.561,0.8,-4.576,1,0.0324,0.0709,0.0934,0.399,96.989,204504
40TogYyqoENkImGSObxjyb,latin,0.6,0.848,-3.967,1,0.0433,0.0157,0.243,0.437,124.082,213223
2CPqh63wRVscbceKcPxwvv,latin,0.632,0.575,-6.478,1,0.029,0.0225,0.104,0.188,90.037,183414
2xlCyb1ZfFad6np6zx4hhw,latin,0.558,0.871,-5.041,0,0.0516,0.0596,0.139,0.476,122.034,268840
4qH3RkbFgzxYyXUD8YC8kr,latin,0.681,0.708,-6.019,0,0.0304,0.042,0.676,0.356,92.993,237581
2H8LPaY3NSjmOFMH2Rygnz,latin,0.601,0.682,-5.905,1,0.0338,0.0856,0.132,0.17,94.999,211200
0nPj7f507HUBm8BCBbv8on,latin,0.709,0.68,-7.264,0,0.0383,0.0828,0.327,0.333,120.034,236853
2K06amHdw8ZPWI75Xvo9Ij,latin,0.757,0.565,-5.895,1,0.0324,0.174,0.105,0.682,119.959,180402
7zTvQp4PtrffInC7SeYp8y,latin,0.57,0.878,-6.131,0,0.0955,0.146,0.227,0.158,125.98,217635
2FfH72VskV7KXasFtOWJs7,latin,0.691,0.732,-7.14,0,0.102,0.131,0.108,0.127,97.068,303619
1gEK5unpcVyBc90uJRBtY6,latin,0.683,0.554,-7.643,0,0.0928,0.36,0.214,0.359,123.895,161853
0OfZ9imMwFU03zc2wl8pBt,latin,0.743,0.564,-8.761,1,0.045,0.299,0.109,0.505,120.012,198000
5eT5eYhcRfx9cjiflxZh8o,latin,0.635,0.945,-2.298,1,0.036,0.00411,0.314,0.686,125.024,209014
