track_id,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,genre_encoded
6KEEQ2YKESpvvurl6l2eIg,0.324,0.858,-8.243,1,0.122,0.0219,0.7,0.244,124.226,293107,5
5HmDTAedbpgzSkyU7CuVzE,0.496,0.909,-6.165,0,0.0461,0.0032,0.988,0.54,122.075,397827,5
0es33Xx9LmJoIPwlezBCmJ,0.491,0.808,-6.275,1,0.0367,0.0269,0.95,0.335,117.312,424907,5
22RKxY3GXYzNiJu36nFueQ,0.488,0.667,-7.051,0,0.0285,0.0134,0.918,0.331,96.986,389427,5
6wo8yue6rY0pY2zmztMMCj,0.483,0.848,-6.17,1,0.033,1.48e-05,0.985,0.612,107.314,297440,5
7KCTbCIcb2acPttGcCkKbe,0.573,0.779,-6.683,0,0.0266,0.0206,0.947,0.669,105.086,257800,5
2LxyITcslKIKdMyYdHdA5l,0.47,0.576,-8.687,1,0.0289,0.181,0.744,0.0878,104.523,244200,5
0zp92Miwhh5vO3B3dhxrxI,0.459,0.793,-6.79,0,0.0407,0.00011,0.701,0.336,127.879,223067,5
67XS7eWumbLVktm0QSkks4,0.381,0.87,-5.804,1,0.042,0.0302,0.818,0.634,102.931,316827,5
1hQ02BkTnR0BNs3SAznttM,0.631,0.871,-7.161,1,0.0344,0.0452,0.966,0.855,94.261,214667,5
62jnuBopQmg4qx6hpYltC9,0.518,0.712,-9.269,0,0.0297,0.143,0.612,0.509,122.701,271400,5
6M33ukGn1XGp1Lv5FhbcZy,0.477,0.723,-5.93,1,0.0259,0.0111,0.919,0.27,82.711,278667,5
1zfFle2YCXuUFXlAAZ4QOS,0.432,0.828,-5.769,1,0.0669,0.000104,0.101,0.367,166.035,232000,5
4zXvB4MoQD8onk0NCZbeHG,0.403,0.777,-6.416,1,0.0354,0.0999,0.124,0.149,76.329,240933,5
06EC9TibZK2mACTZ2usK1h,0.422,0.901,-6.655,0,0.0631,9.22e-05,0.56,0.673,112.445,194587,5
1Y373MqadDRtclJNdnUXVc,0.415,0.658,-12.051,0,0.0696,4.52e-05,0.176,0.45,163.015,168406,5
383QXk8nb2YrARMUwDdjQS,0.555,0.883,-3.426,1,0.0341,0.00114,0.868,0.507,125.02,316718,5
4GetBW8bJ8lB2Y9ugFb30p,0.327,0.886,-5.6,1,0.0722,0.094,0.35,0.16,134.991,286693,5
3HcRaJ9jRDE9NUrbUNym0E,0.722,0.677,-10.683,1,0.0413,0.368,0.074,0.903,108.531,207573,5
2WqCgsVO8BvllitpNi13gN,0.474,0.958,-4.492,1,0.177,0.121,0.385,0.716,80.028,200400,5
0b0v9MiKhNBbgxSYpMZTVg,0.695,0.829,-4.108,1,0.105,0.00986,0.361,0.648,169.982,156760,5
5X0bLSho0KTiSQYCI0IOcl,0.53,0.952,-5.105,1,0.0577,0.000837,0.262,0.433,110.98,290187,5
7dbjRLY969SvR0inx3h1eP,0.4,0.968,-4.421,1,0.0769,1.2e-05,0.106,0.434,144.054,215938,5
3BnVqaDfgKyI4CFCfozors,0.345,0.998,1.275,1,0.229,0.0756,0.108,0.28,154.85,256067,5
7ny2ATvjtKszCpLpfsGnVQ,0.567,0.198,-18.681,1,0.0327,0.919,0.135,0.321,92.467,412200,5
3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,-6.406,0,0.0582,0.148,0.34,0.42,95.826,214960,5
5lN1EH25gdiqT1SFALMAq1,0.505,0.833,-4.632,1,0.0475,0.00772,0.069,0.565,130.121,224333,5
3YU9X8ryOR20beT7wOlDIJ,0.618,0.413,-14.164,0,0.0302,0.249,0.131,0.531,97.84,180760,5
1IkCG9jkzCrl3TadPTh4dU,0.553,0.685,-10.981,1,0.0275,0.0151,0.19,0.57,137.898,218960,5
2DDiTcZiC9iuluUyHE2yXo,0.573,0.833,-2.764,1,0.0787,0.00572,0.0758,0.585,81.955,188000,5
1AnNNZspExK2PwVFbhw7G1,0.557,0.979,-4.69,0,0.113,0.0008,0.0283,0.229,136.011,236293,5
2E2r97GUoaRP3jCVX3nLa5,0.646,0.857,-5.2,0,0.0582,0.0649,0.12,0.77,138.004,204262,5
7GonnnalI2s19OCQO1J7Tf,0.361,0.97,-4.817,0,0.284,0.00169,0.357,0.254,179.017,282920,5
1QEEqeFIZktqIpPI4jSVSF,0.377,0.682,-8.039,1,0.0299,0.000894,0.0504,0.288,108.736,285133,5
2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,-7.081,1,0.0411,0.00717,0.659,0.869,133.849,253733,5
4KfSdst7rW39C0sfhArdrz,0.547,0.691,-13.553,0,0.0369,0.015,0.144,0.667,137.148,261933,5
1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,-10.036,1,0.0277,0.193,0.131,0.423,81.204,304787,5
0HOrDVS349XFcpCYsO2hAP,0.475,0.439,-15.039,0,0.0427,0.000146,0.223,0.76,118.392,234867,5
1CQqupcyMg7176PPmIVmSj,0.492,0.552,-12.321,0,0.0341,0.0151,0.0723,0.655,105.623,257227,5
5QTxFnGygVM4jFQiBovmRo,0.333,0.927,-8.55,0,0.0733,0.0029,0.297,0.382,141.47,308120,5
1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,-12.244,1,0.0396,0.249,0.403,0.888,114.37,216533,5
6BD1X1PeV5UzYUdiVaD2yL,0.7,0.726,-7.717,1,0.0329,0.434,0.0963,0.641,130.109,243267,5
52KvuGmgcgRdrLMXOtda0E,0.67,0.591,-6.012,1,0.0646,0.62,0.373,0.8,91.439,217613,5
1XxUDJp9zsjd6tBSvE3la4,0.276,0.639,-11.674,1,0.0471,0.0178,0.292,0.643,186.502,230507,5
4QwcuKjGjtl5fZe7kDdULV,0.228,0.872,-5.479,0,0.0648,0.00672,0.242,0.278,91.724,246027,5
4MYb7NWLwXNDB7bYs3HeX8,0.493,0.586,-13.916,1,0.046,0.0202,0.102,0.656,113.618,232533,5
1nmZ8yqKkfooOuYvtFctDp,0.323,0.839,-7.35,1,0.0503,0.315,0.348,0.543,136.232,227627,5
4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,-13.741,1,0.0373,0.501,0.184,0.907,176.941,288733,5
35k31HZI4z9PbBOioaI4dZ,0.515,0.766,-12.768,1,0.0343,0.0249,0.455,0.774,146.911,221000,5
1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,-9.616,1,0.0396,0.365,0.206,0.796,83.293,264504,5
3jYRpwbctfqB77uU7T7K3U,0.425,0.681,-8.604,0,0.0316,0.0229,0.0543,0.933,131.011,279333,5
7b4yGtR0rujvLi5EBfKKJ2,0.608,0.768,-9.911,1,0.0364,0.101,0.0942,0.748,132.699,211160,5
57trQKFZdJxHia4sMJioWk,0.448,0.35,-16.239,1,0.0393,0.147,0.0842,0.234,177.279,302933,5
43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,-9.803,1,0.0461,0.234,0.205,0.768,80.823,266720,5
4alHo6RGd0D3OUbTPExTHN,0.619,0.579,-9.307,1,0.0473,0.0152,0.0858,0.69,127.224,225627,5
2RNd6VgxG19db0zs0M1C4Z,0.589,0.82,-9.602,1,0.0369,0.204,0.423,0.787,117.307,252200,5
4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,-9.072,1,0.0363,0.127,0.447,0.514,118.852,250987,5
5fsU7AtSTp0zySUf46hwbt,0.511,0.308,-15.021,1,0.0247,0.408,0.15,0.377,83.546,235560,5
1cU34sZG9kF4FYHCoAD0Ib,0.855,0.691,-6.51,1,0.0514,0.144,0.36,0.647,121.472,202733,5
5Okf7KBikV8we3uqCMFjiL,0.298,0.799,-6.962,0,0.0464,0.000168,0.496,0.561,143.072,252453,5
61BywQA7q8KjpGjp3rHuRv,0.273,0.821,-6.262,1,0.0433,0.00153,0.18,0.739,179.882,299200,5
5RsUlxLto4NZbhJpqJbHfN,0.727,0.832,-5.851,1,0.05,0.164,0.105,0.822,131.703,194120,5
3pyoAvbBO4kDKkh999Miyj,0.523,0.93,-6.994,1,0.104,0.389,0.815,0.313,117.265,243920,5
0gaMmmhGi5buPXpquSAfxg,0.486,0.487,-11.633,0,0.0341,0.445,0.0648,0.373,81.972,282013,5
648BMGrt98kUbLo24A4vgj,0.668,0.779,-11.089,1,0.0325,0.0025,0.139,0.963,140.873,245467,5
6mpAOrpdrq5mJTGo8nrvSO,0.411,0.633,-9.343,1,0.0299,0.00399,0.151,0.754,78.727,303800,5
1i5oEx2vFczQ2sCY3c6Kn5,0.485,0.328,-11.853,1,0.0254,0.00596,0.325,0.138,79.766,233133,5
0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,-9.05,1,0.0304,0.117,0.212,0.944,127.402,171267,5
3vV3cr2TpPqFk07zxYUbla,0.409,0.92,-5.439,0,0.12,0.00719,0.0823,0.37,145.085,290960,5
43btz2xjMKpcmjkuRsvxyg,0.811,0.41,-8.214,1,0.0392,0.0365,0.0799,0.625,103.94,254493,5
7257drAN3eTtaaUUPw95B3,0.556,0.592,-8.519,0,0.0287,0.315,0.196,0.675,180.645,306453,5
7pkWZL0kA26s754CwyK0SH,0.723,0.541,-14.021,1,0.0303,0.028,0.133,0.607,131.675,322897,5
3aAuIvgJGdp4wWd60riWfB,0.717,0.527,-10.779,1,0.0292,0.567,0.0785,0.731,116.288,246667,5
34D6mvDTAPypm92EPs8Rxa,0.54,0.465,-11.259,1,0.0302,0.652,0.132,0.341,94.731,253080,5
6Nd6ntkzr4t8o1FKPGOSMt,0.292,0.823,-6.763,1,0.0407,0.0117,0.155,0.244,89.939,275395,5
5ZY7Gug850kv4heJcWZGHM,0.611,0.853,-4.983,1,0.034,0.0219,0.671,0.376,135.558,243280,5
5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,-5.509,0,0.109,0.0327,0.18,0.26,118.698,270080,5
5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,-9.612,1,0.0306,0.0241,0.0922,0.232,81.814,287320,5
7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,-5.988,1,0.0334,0.448,0.366,0.777,114.512,214733,5
5h6SovHOYpIMlAkafxcbq3,0.652,0.94,-7.927,1,0.0776,0.0398,0.0567,0.72,91.242,246293,5
1j06ieEC2BOCM0fTmYhn2l,0.298,0.612,-9.002,0,0.0379,0.0194,0.0906,0.343,156.727,262200,5
4zEi4tr3lEhiAvTRxEzbEz,0.333,0.695,-5.116,1,0.0465,0.372,0.107,0.317,203.753,229347,5
5EOoMWIB9iK4ZpcSex9Ec7,0.714,0.937,-2.947,1,0.0399,0.206,0.0731,0.964,124.13,194147,5
1grnSNpTAe14gjtqfArZan,0.589,0.768,-11.493,1,0.0417,0.104,0.0897,0.694,109.127,216693,5
2ymeOsYijJz09LfKw3yM2x,0.649,0.679,-12.515,1,0.0316,0.464,0.339,0.971,126.867,220573,5
2U2ByqoO82fnayaPzO4x2d,0.547,0.698,-7.686,1,0.0384,0.218,0.211,0.574,87.467,330600,5
3obciWcyGwsVNZ76PYge6C,0.392,0.838,-6.396,1,0.0373,0.0102,0.406,0.764,129.036,207133,5
5ZIU2kT1wNjQNclQeVCz5O,0.445,0.768,-8.836,1,0.0347,0.0127,0.0925,0.32,112.796,318227,5
2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,-14.522,0,0.0346,0.216,0.0787,0.552,108.965,243773,5
7e89621JPkKaeDSTQ3avtg,0.596,0.605,-12.145,1,0.0255,0.181,0.0863,0.886,97.798,283800,5
6s0NHplywwr1IjnQpUpWJk,0.459,0.727,-11.777,1,0.0303,0.00614,0.384,0.954,149.229,292173,5
46E4di5YoT3Ab5bheoiEId,0.517,0.447,-12.483,1,0.0418,0.000573,0.144,0.894,134.755,310267,5
6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,-4.991,0,0.03,0.465,0.0686,0.173,84.71,269107,5
0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,-4.899,0,0.096,0.00211,0.283,0.568,84.989,267307,5
5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,-9.211,1,0.0279,0.13,0.112,0.805,114.169,340742,5
3LQPTJEqOfljGBxmpgUnoC,0.55,0.726,-8.51,1,0.0516,0.146,0.428,0.37,92.697,307493,5
5bSpsKGoGKXOOfg7F3ZtKz,0.609,0.807,-8.286,1,0.0559,0.015,0.37,0.754,121.768,216693,5
4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,-4.948,0,0.061,0.000753,0.354,0.484,166.312,288533,5
1zrba5qe6xkC84AlbXNa6u,0.515,0.878,-6.808,1,0.0707,4.7e-05,0.138,0.371,131.268,303293,5
4iQZi2sMZlbTpcUlo5YGBf,0.664,0.695,-11.543,1,0.0292,0.134,0.108,0.656,113.762,236093,5
2RlgNHKcydI9sayD2Df2xp,0.388,0.338,-10.054,1,0.0328,0.652,0.248,0.477,177.784,303373,5
5B6Z7NwVqA7W3UFiqBdEJC,0.616,0.965,-4.464,1,0.0613,0.0135,0.119,0.405,126.535,266627,5
1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,-9.736,0,0.0364,0.052,0.046,0.593,208.571,269760,5
3qiyyUfYe7CRYLucrPmulD,0.489,0.724,-8.367,1,0.0352,0.313,0.287,0.15,117.292,300400,5
0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,-6.369,1,0.0531,0.0167,0.0692,0.87,149.706,227800,5
5QRs63VVKNaqUjg6XSSckM,0.384,0.535,-9.939,1,0.0289,0.238,0.0533,0.232,132.445,354640,5
7HF88mJXq8DpotZohoW2mo,0.689,0.789,-8.565,1,0.0359,0.0684,0.297,0.631,110.739,240667,5
0GTK6TesV108Jj5D3MHsYb,0.744,0.798,-5.981,1,0.0364,0.175,0.26,0.89,125.061,268507,5
5izGeTxueiFX1UPFGohY9w,0.702,0.578,-13.415,1,0.031,0.382,0.0425,0.975,111.617,363640,5
3Sm5TYFgMXyXwgAcY2xweX,0.622,0.409,-13.484,0,0.0362,0.65,0.142,0.785,86.175,260867,5
2374M0fQpWi3dLnB54qaLX,0.671,0.373,-18.064,1,0.0323,0.257,0.0481,0.732,92.717,295893,5
6JHXiRD1QjMK1N6AQEnL04,0.498,0.723,-8.053,1,0.05,0.238,0.353,0.882,153.227,324040,5
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,-9.484,1,0.027,0.00574,0.0575,0.609,147.125,391376,5
6WCeKlgDg5zzOY1OvMA3q9,0.42,0.89,-6.923,1,0.116,0.00469,0.0869,0.382,132.969,230960,5
6XUHsYE38CEbYunT983O9G,0.531,0.818,-5.358,1,0.0452,0.0694,0.263,0.471,90.767,248173,5
0KMGxYKeUzK9wc5DZCt3HT,0.429,0.564,-6.784,1,0.0268,0.0193,0.128,0.276,104.212,235373,5
25suYHVUwWFTG6G31kuhZH,0.475,0.576,-13.059,1,0.0312,0.0218,0.391,0.524,96.378,397773,5
3Pu3IChaAoa5EjgUBv5F6x,0.644,0.799,-10.856,0,0.0598,0.0821,0.055,0.889,108.382,246573,5
0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,-9.902,1,0.0339,0.42,0.187,0.33,135.671,257440,5
2ZS0wDcdfrJPC86u5aJGo9,0.577,0.676,-11.931,1,0.0295,0.000895,0.0625,0.676,95.98,245267,5
6OSyCAmXT4Gkd3OQ2aPOaF,0.462,0.628,-5.659,1,0.0274,0.0534,0.12,0.0981,140.049,347760,5
2dEgwtRjYl6TJkIwjRwn6z,0.462,0.488,-11.143,1,0.0287,0.115,0.128,0.33,145.789,236867,5
6cqwDeMvlCKI9CoeVahGrM,0.439,0.864,-5.866,1,0.0437,0.283,0.198,0.481,169.228,213360,5
6P9iLOJ9FwBe6S9xrdp5jK,0.577,0.843,-5.833,1,0.0332,0.25,0.0509,0.527,124.94,263333,5
6QJCZyJv1fhkCyZA3lRoAD,0.586,0.855,-5.947,0,0.0327,0.304,0.129,0.448,124.917,236333,5
0iFlO6zAJQf5tAwScQXWOx,0.55,0.926,-5.343,1,0.0535,0.21,0.567,0.414,109.797,193760,5
6cVHu0HmKo4oEOSOqooTa3,0.53,0.683,-7.13,1,0.0313,0.234,0.274,0.694,174.441,472400,5
4YKBYzHTtBZA2P12N5VomO,0.521,0.927,-5.782,0,0.0505,0.00296,0.357,0.697,167.378,271400,5
0N9TTISCReU2I9PNtMVixa,0.576,0.708,-10.319,1,0.0401,0.0729,0.0756,0.718,140.703,219267,5
5mB0MGsRfKZALHrXjnktCK,0.425,0.479,-12.22,1,0.0419,0.44,0.378,0.279,123.217,215867,5
3aYLIO4htUZCAygXUbbc3Q,0.368,0.592,-11.042,1,0.0331,0.574,0.0674,0.398,127.593,282133,5
11yEJucml1zdV41bZIX6nD,0.375,0.618,-11.751,1,0.0455,0.193,0.317,0.152,192.409,259400,5
3ZuGavt1YrOkg6G93lgfUw,0.655,0.495,-13.391,1,0.0311,0.393,0.12,0.196,119.669,287027,5
7w4ojcH8NJ4LBmJZhSBTcT,0.721,0.85,-8.214,1,0.0331,0.19,0.078,0.873,142.082,274000,5
3UvB63cZSpGUL3LvAj03dI,0.643,0.816,-8.535,1,0.0476,0.0357,0.218,0.616,115.061,276067,5
5nzEilkVhvnCD0xpW3raTy,0.613,0.898,-7.593,1,0.0368,0.429,0.272,0.763,134.033,279160,5
59UINV3c9gQ4bzgXbMf9aS,0.71,0.741,-10.726,1,0.0746,0.141,0.0825,0.922,139.948,235227,5
0wmzw4EVXp2XrOC47r6IOK,0.687,0.345,-14.115,1,0.0507,0.223,0.0763,0.284,81.735,224840,5
3pJfnBjO3kjudEchcPEDxS,0.487,0.553,-11.197,0,0.0425,0.209,0.0992,0.699,126.043,288600,5
1bWcjMOceu7dFyBGBo3jJ9,0.576,0.859,-8.22,1,0.034,0.0126,0.341,0.711,130.011,218173,5
02KG9DpLT3bV4fzUM1bORW,0.616,0.766,-11.095,1,0.0321,0.0268,0.329,0.883,105.764,294267,5
6gpsPg8kaMbc8rcuHw7t1i,0.666,0.187,-18.557,0,0.0368,0.67,0.0873,0.179,123.876,210893,5
70Bcx7FG6i9ad90se4kSS9,0.545,0.916,-9.175,1,0.0442,0.00308,0.0494,0.653,130.16,273440,5
7lta1NBNyp50gaTqHT6U4S,0.614,0.319,-14.196,0,0.0282,0.0937,0.116,0.259,98.803,311133,5
2aSFLiDPreOVP6KHiWk4lF,0.663,0.712,-7.268,1,0.0479,0.524,0.0804,0.527,113.439,236520,5
7o2CTH4ctstm8TNelqjb51,0.454,0.91,-7.766,1,0.0446,0.0852,0.116,0.63,125.116,354520,5
4cCQ0wBIc9YHhvOWvWNj7S,0.427,0.665,-8.515,1,0.0405,0.0145,0.699,0.442,142.702,409520,5
2LawezPeJhN4AWuSB0GtAU,0.741,0.697,-7.028,1,0.0277,0.0664,0.133,0.774,116.109,160133,5
2sXp9Qmvc7mRaDBjBgcGGi,0.813,0.46,-9.78,1,0.0346,0.56,0.0724,0.729,117.387,253887,5
1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,-9.928,0,0.0499,0.271,0.3,0.224,71.105,354320,5
2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,-11.913,0,0.0393,0.0302,0.0926,0.187,165.007,259947,5
2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,-7.89,1,0.0338,0.0383,0.128,0.931,136.302,222813,5
0J6mQxEZnlRt9ymzFntA6z,0.534,0.887,-3.777,1,0.0345,0.0768,0.325,0.72,122.494,249293,5
5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,-11.333,1,0.0284,0.0983,0.0535,0.89,114.243,342173,5
57JVGBtBLCfHw2muk5416J,0.933,0.528,-6.472,0,0.162,0.112,0.163,0.756,109.975,214653,5
4gMgiXfqyzZLMhsksGmbQV,0.694,0.394,-15.881,1,0.0428,0.0781,0.247,0.719,104.126,238747,5
2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,-5.509,1,0.0574,0.00287,0.39,0.755,127.361,210173,5
6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,-7.325,1,0.0288,0.0632,0.318,0.923,148.217,350400,5
3KiexfmhxHvG5IgAElmTkd,0.491,0.801,-9.835,1,0.0361,0.27,0.0665,0.971,160.109,173947,5
6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,-5.906,1,0.0998,0.0468,0.0539,0.902,144.774,168840,5
39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,-6.463,1,0.115,0.079,0.384,0.816,113.375,188987,5
2zYzyRzz6pRmhPzyfMEC8s,0.573,0.913,-4.793,0,0.132,0.0591,0.156,0.422,115.715,208400,5
4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,-12.013,1,0.0255,0.181,0.118,0.886,97.782,281147,5
1Q5kgpp4pmyGqPwNBzkSrw,0.612,0.634,-8.212,1,0.0319,0.337,0.147,0.904,121.059,243827,5
4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,-5.549,1,0.0476,0.386,0.311,0.866,130.726,145747,5
08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,-5.678,1,0.047,0.011,0.0828,0.763,188.386,255493,5
5MxNLUsfh7uzROypsoO5qe,0.307,0.433,-10.057,1,0.029,0.388,0.332,0.224,160.9,266960,5
0PP933bHgvV0eD19dG3ms5,0.384,0.846,-5.591,1,0.0365,0.151,0.0913,0.272,90.172,275693,5
3YBZIN3rekqsKxbJc9FZko,0.273,0.952,-8.762,1,0.0841,0.0169,0.142,0.475,100.269,405640,5
3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,-9.224,1,0.208,0.0734,0.241,0.71,121.38,205293,5
63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,-12.412,1,0.0919,0.262,0.221,0.53,145.928,210373,5
6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,-10.687,1,0.0283,0.367,0.11,0.387,93.503,206267,5
3k9i7UzeSUYWIfUZFeFDUd,0.404,0.903,-3.88,1,0.0668,0.577,0.287,0.498,115.672,423840,5
0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,-11.6,1,0.405,0.0484,0.405,0.422,89.74,333893,5
4nuUssdgKFy2QyYHHNkZQW,0.543,0.944,-7.495,1,0.0543,0.402,0.0373,0.735,101.174,279440,5
1Ly0ssAgeM7YqdHptao8Oe,0.426,0.619,-11.501,0,0.0722,8.44e-05,0.17,0.382,162.721,168440,5
32kgOw8wejH7zUhtXCM8DH,0.377,0.682,-8.039,1,0.0299,0.000894,0.0504,0.288,108.736,285133,5
7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,-6.219,1,0.0317,0.171,0.0702,0.796,129.994,241600,5
54flyrjcdnQdco7300avMJ,0.693,0.497,-7.316,1,0.119,0.679,0.258,0.473,81.308,122067,5
6XUHsYE38CEbYunT983O9G,0.531,0.818,-5.358,1,0.0452,0.0694,0.263,0.471,90.767,248173,5
263aNAQCeFSWipk896byo6,0.526,0.762,-12.437,0,0.0342,0.000972,0.338,0.505,136.203,214400,5
0SYRVn2YF7HBscQEmlkpTI,0.608,0.746,-8.851,1,0.354,0.026,0.043,0.745,134.03,191947,5
2udGjDmpK1dH9VGyw7nrei,0.699,0.502,-12.526,1,0.0278,0.0607,0.317,0.676,105.266,221640,5
2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,-8.367,1,0.0352,0.313,0.287,0.15,117.292,300400,5
1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,-7.384,0,0.101,0.0103,0.295,0.764,159.669,204480,5
1lhpxZT57yw5toGJtt8fGE,0.713,0.931,-2.965,1,0.0394,0.219,0.0694,0.963,124.127,194147,5
4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,-9.072,1,0.0363,0.127,0.447,0.514,118.852,250987,5
66lOpKgTyFjOrac4S1s94g,0.676,0.92,-7.96,1,0.0435,0.00101,0.248,0.624,126.341,269360,5
10igKaIKsSB6ZnWxPxPvKO,0.558,0.364,-11.258,0,0.0265,0.0505,0.0753,0.17,142.171,388733,5
6NxsCnLeLd8Ai1TrgGxzIx,0.647,0.762,-5.856,1,0.0287,0.0599,0.0705,0.93,89.837,141600,5
3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.779,-6.705,1,0.0592,0.363,0.066,0.967,119.602,179387,5
2X6gdRlGOQgfaXU9ALUQFQ,0.546,0.529,-13.6,1,0.0436,0.0629,0.0383,0.574,151.727,271000,5
0eFvoRSTTaR2q8bSWVjwfp,0.456,0.978,-4.869,0,0.112,0.0301,0.313,0.327,123.411,271867,5
3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,-7.842,0,0.0904,0.396,0.242,0.749,81.394,295387,5
6HSXNV0b4M4cLJ7ljgVVeh,0.513,0.396,-13.061,1,0.0299,0.251,0.11,0.229,140.208,149880,5
6Qg7cgN1oZ5mG5nZe9UG0X,0.399,0.518,-10.637,1,0.0318,0.229,0.262,0.285,127.084,223333,5
61Q9oJNd9hJQFhSDh6Qlap,0.315,0.534,-7.552,0,0.031,0.000825,0.101,0.283,116.89,269720,5
3G69vJMWsX6ZohTykad2AU,0.392,0.534,-8.793,1,0.0369,0.245,0.155,0.325,181.305,276187,5
4YMLW13PuuO7o3jkIWlKAs,0.831,0.544,-9.288,1,0.0837,0.594,0.0736,0.856,108.177,166280,5
5EcvzboYmDIfXo9gPplsSB,0.638,0.931,-3.605,1,0.0363,0.228,0.0524,0.965,128.662,228667,5
5UwbnHhjnbinJH8TefuQfN,0.757,0.868,-9.326,1,0.062,0.411,0.355,0.815,138.923,199200,5
3x2bXiU0o4WbsPkawXlfDA,0.651,0.661,-11.405,1,0.0511,0.265,0.106,0.489,156.371,378707,5
5e6x5YRnMJIKvYpZxLqdpH,0.636,0.746,-3.785,1,0.0393,0.0648,0.173,0.432,132.31,138053,5
52dm9op3rbfAkc1LGXgipW,0.432,0.389,-6.517,1,0.0255,0.687,0.0788,0.158,139.506,341773,5
5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,-12.595,0,0.0286,0.15,0.0837,0.171,127.167,382297,5
1fDsrQ23eTAVFElUMaf38X,0.531,0.481,-11.709,0,0.06,0.699,0.0842,0.491,138.45,516893,5
5ZgZhzQGCqVwPydT4CkH0W,0.162,0.867,-7.18,1,0.092,0.256,0.682,0.499,174.851,505240,5
5y4761pjcksXs1hNsCmc4n,0.691,0.592,-8.089,1,0.0366,0.389,0.124,0.736,115.152,250400,5
3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,-13.057,1,0.035,0.00563,0.115,0.126,91.834,235667,5
4BVE5tIIpYabZcYCbephNW,0.425,0.903,-4.801,1,0.0732,0.405,0.117,0.769,108.748,190253,5
3aoDEt6zSuYQ47gzarlaVo,0.469,0.537,-10.421,1,0.152,0.0241,0.269,0.783,124.193,382834,5
0FeCO85RKW8fDRytwXof2x,0.597,0.812,-12.062,1,0.0315,0.0219,0.102,0.823,135.68,218400,5
7IhkWF9zpiYKlU7CxHxYT9,0.766,0.446,-13.079,1,0.0867,0.25,0.318,0.743,119.774,332907,5
1zGk1kgAxCpg6PHjGuLe4J,0.543,0.715,-8.89,1,0.0356,0.0192,0.256,0.468,124.011,180943,5
5BIMPccDwShpXq784RJlJp,0.579,0.824,-8.71,0,0.03,0.00206,0.059,0.635,123.331,331573,5
5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,-13.333,1,0.0253,0.212,0.0613,0.572,84.383,256000,5
7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,-13.18,0,0.0335,0.221,0.0721,0.913,105.929,227267,5
6Vjk8MNXpQpi0F4BefdTyq,0.483,0.615,-8.538,1,0.0497,0.452,0.0512,0.594,80.576,517125,5
1oG2vWELiGjIqxwqGcyqwF,0.567,0.959,-3.822,1,0.102,0.0995,0.1,0.961,137.377,133933,5
